date,product_name,our_price,competitor_price,cost,sales_qty,revenue,profit,seasonality
2026-03-08,Молоко 1л,89.0,84.0,55,134,11926.0,4556.0,1.134
2026-03-08,Хлеб ржаной,66.0,60.0,35,93,6138.0,2883.0,1.134
2026-03-08,Масло 200г,136.0,134.0,85,67,9112.0,3417.0,1.134
2026-03-08,Сыр Гауда 200г,212.0,196.0,130,40,8480.0,3280.0,1.134
2026-03-08,Йогурт 250г,75.0,73.0,45,95,7125.0,2850.0,1.134
2026-03-09,Молоко 1л,89.0,92.0,55,86,7654.0,2924.0,0.725
2026-03-09,Хлеб ржаной,66.0,61.0,35,58,3828.0,1798.0,0.725
2026-03-09,Масло 200г,136.0,134.0,85,41,5576.0,2091.0,0.725
2026-03-09,Сыр Гауда 200г,212.0,219.0,130,30,6360.0,2460.0,0.725
2026-03-09,Йогурт 250г,74.0,70.0,45,55,4070.0,1595.0,0.725
2026-03-10,Молоко 1л,90.0,82.0,55,74,6660.0,2590.0,0.679
2026-03-10,Хлеб ржаной,64.0,59.0,35,62,3968.0,1798.0,0.679
2026-03-10,Масло 200г,132.0,131.0,85,44,5808.0,2068.0,0.679
2026-03-10,Сыр Гауда 200г,211.0,198.0,130,24,5064.0,1944.0,0.679
2026-03-10,Йогурт 250г,74.0,75.0,45,53,3922.0,1537.0,0.679
2026-03-11,Молоко 1л,90.0,86.0,55,90,8100.0,3150.0,0.769
2026-03-11,Хлеб ржаной,65.0,68.0,35,62,4030.0,1860.0,0.769
2026-03-11,Масло 200г,137.0,134.0,85,37,5069.0,1924.0,0.769
2026-03-11,Сыр Гауда 200г,211.0,218.0,130,27,5697.0,2187.0,0.769
2026-03-11,Йогурт 250г,75.0,74.0,45,60,4500.0,1800.0,0.769
2026-03-12,Молоко 1л,85.0,92.0,55,107,9095.0,3210.0,0.814
2026-03-12,Хлеб ржаной,63.0,59.0,35,82,5166.0,2296.0,0.814
2026-03-12,Масло 200г,127.0,128.0,85,59,7493.0,2478.0,0.814
2026-03-12,Сыр Гауда 200г,201.0,207.0,130,35,7035.0,2485.0,0.814
2026-03-12,Йогурт 250г,71.0,69.0,45,70,4970.0,1820.0,0.814
2026-03-13,Молоко 1л,85.0,85.0,55,136,11560.0,4080.0,1.085
2026-03-13,Хлеб ржаной,63.0,60.0,35,100,6300.0,2800.0,1.085
2026-03-13,Масло 200г,128.0,117.0,85,69,8832.0,2967.0,1.085
2026-03-13,Сыр Гауда 200г,196.0,192.0,130,52,10192.0,3432.0,1.085
2026-03-13,Йогурт 250г,71.0,67.0,45,88,6248.0,2288.0,1.085
2026-03-14,Молоко 1л,83.0,93.0,55,167,13861.0,4676.0,1.22
2026-03-14,Хлеб ржаной,63.0,64.0,35,122,7686.0,3416.0,1.22
2026-03-14,Масло 200г,131.0,142.0,85,77,10087.0,3542.0,1.22
2026-03-14,Сыр Гауда 200г,201.0,197.0,130,56,11256.0,3976.0,1.22
2026-03-14,Йогурт 250г,70.0,76.0,45,111,7770.0,2775.0,1.22
2026-03-15,Молоко 1л,84.0,89.0,55,147,12348.0,4263.0,1.129
2026-03-15,Хлеб ржаной,63.0,60.0,35,105,6615.0,2940.0,1.129
2026-03-15,Масло 200г,129.0,134.0,85,74,9546.0,3256.0,1.129
2026-03-15,Сыр Гауда 200г,199.0,192.0,130,51,10149.0,3519.0,1.129
2026-03-15,Йогурт 250г,71.0,71.0,45,94,6674.0,2444.0,1.129
2026-03-16,Молоко 1л,85.0,92.0,55,94,7990.0,2820.0,0.722
2026-03-16,Хлеб ржаной,61.0,65.0,35,73,4453.0,1898.0,0.722
2026-03-16,Масло 200г,127.0,141.0,85,56,7112.0,2352.0,0.722
2026-03-16,Сыр Гауда 200г,202.0,206.0,130,36,7272.0,2592.0,0.722
2026-03-16,Йогурт 250г,71.0,71.0,45,73,5183.0,1898.0,0.722
2026-03-17,Молоко 1л,84.0,93.0,55,86,7224.0,2494.0,0.677
2026-03-17,Хлеб ржаной,62.0,64.0,35,69,4278.0,1863.0,0.677
2026-03-17,Масло 200г,131.0,135.0,85,44,5764.0,2024.0,0.677
2026-03-17,Сыр Гауда 200г,200.0,202.0,130,41,8200.0,2870.0,0.677
2026-03-17,Йогурт 250г,70.0,72.0,45,56,3920.0,1400.0,0.677
2026-03-18,Молоко 1л,85.0,88.0,55,95,8075.0,2850.0,0.767
2026-03-18,Хлеб ржаной,62.0,60.0,35,69,4278.0,1863.0,0.767
2026-03-18,Масло 200г,129.0,140.0,85,40,5160.0,1760.0,0.767
2026-03-18,Сыр Гауда 200г,199.0,211.0,130,32,6368.0,2208.0,0.767
2026-03-18,Йогурт 250г,70.0,78.0,45,64,4480.0,1600.0,0.767
2026-03-19,Молоко 1л,85.0,83.0,55,105,8925.0,3150.0,0.812
2026-03-19,Хлеб ржаной,61.0,64.0,35,81,4941.0,2106.0,0.812
2026-03-19,Масло 200г,129.0,123.0,85,62,7998.0,2728.0,0.812
2026-03-19,Сыр Гауда 200г,203.0,218.0,130,40,8120.0,2920.0,0.812
2026-03-19,Йогурт 250г,71.0,69.0,45,67,4757.0,1742.0,0.812
2026-03-20,Молоко 1л,86.0,82.0,55,131,11266.0,4061.0,1.082
2026-03-20,Хлеб ржаной,62.0,60.0,35,105,6510.0,2835.0,1.082
2026-03-20,Масло 200г,127.0,131.0,85,66,8382.0,2772.0,1.082
2026-03-20,Сыр Гауда 200г,203.0,187.0,130,55,11165.0,4015.0,1.082
2026-03-20,Йогурт 250г,71.0,68.0,45,99,7029.0,2574.0,1.082
2026-03-21,Молоко 1л,86.0,87.0,55,153,13158.0,4743.0,1.217
2026-03-21,Хлеб ржаной,63.0,67.0,35,105,6615.0,2940.0,1.217
2026-03-21,Масло 200г,127.0,137.0,85,89,11303.0,3738.0,1.217
2026-03-21,Сыр Гауда 200г,199.0,218.0,130,54,10746.0,3726.0,1.217
2026-03-21,Йогурт 250г,71.0,77.0,45,112,7952.0,2912.0,1.217
2026-03-22,Молоко 1л,93.0,84.0,55,113,10509.0,4294.0,1.126
2026-03-22,Хлеб ржаной,68.0,68.0,35,92,6256.0,3036.0,1.126
2026-03-22,Масло 200г,142.0,125.0,85,58,8236.0,3306.0,1.126
2026-03-22,Сыр Гауда 200г,221.0,200.0,130,38,8398.0,3458.0,1.126
2026-03-22,Йогурт 250г,79.0,74.0,45,79,6241.0,2686.0,1.126
2026-03-23,Молоко 1л,93.0,84.0,55,80,7440.0,3040.0,0.721
2026-03-23,Хлеб ржаной,67.0,65.0,35,56,3752.0,1792.0,0.721
2026-03-23,Масло 200г,142.0,126.0,85,37,5254.0,2109.0,0.721
2026-03-23,Сыр Гауда 200г,223.0,190.0,130,24,5352.0,2232.0,0.721
2026-03-23,Йогурт 250г,80.0,75.0,45,53,4240.0,1855.0,0.721
2026-03-24,Молоко 1л,95.0,85.0,55,72,6840.0,2880.0,0.675
2026-03-24,Хлеб ржаной,69.0,67.0,35,50,3450.0,1700.0,0.675
2026-03-24,Масло 200г,144.0,132.0,85,26,3744.0,1534.0,0.675
2026-03-24,Сыр Гауда 200г,216.0,205.0,130,31,6696.0,2666.0,0.675
2026-03-24,Йогурт 250г,79.0,77.0,45,51,4029.0,1734.0,0.675
2026-03-25,Молоко 1л,95.0,86.0,55,75,7125.0,3000.0,0.765
2026-03-25,Хлеб ржаной,68.0,63.0,35,71,4828.0,2343.0,0.765
2026-03-25,Масло 200г,143.0,130.0,85,40,5720.0,2320.0,0.765
2026-03-25,Сыр Гауда 200г,222.0,194.0,130,31,6882.0,2852.0,0.765
2026-03-25,Йогурт 250г,79.0,78.0,45,56,4424.0,1904.0,0.765
2026-03-26,Молоко 1л,93.0,89.0,55,98,9114.0,3724.0,0.81
2026-03-26,Хлеб ржаной,69.0,67.0,35,75,5175.0,2550.0,0.81
2026-03-26,Масло 200г,144.0,139.0,85,40,5760.0,2360.0,0.81
2026-03-26,Сыр Гауда 200г,219.0,199.0,130,33,7227.0,2937.0,0.81
2026-03-26,Йогурт 250г,79.0,76.0,45,62,4898.0,2108.0,0.81
2026-03-27,Молоко 1л,95.0,77.0,55,114,10830.0,4560.0,1.08
2026-03-27,Хлеб ржаной,67.0,61.0,35,86,5762.0,2752.0,1.08
2026-03-27,Масло 200г,144.0,135.0,85,58,8352.0,3422.0,1.08
2026-03-27,Сыр Гауда 200г,223.0,193.0,130,40,8920.0,3720.0,1.08
2026-03-27,Йогурт 250г,77.0,71.0,45,72,5544.0,2304.0,1.08
2026-03-28,Молоко 1л,95.0,86.0,55,119,11305.0,4760.0,1.215
2026-03-28,Хлеб ржаной,69.0,67.0,35,90,6210.0,3060.0,1.215
2026-03-28,Масло 200г,139.0,138.0,85,67,9313.0,3618.0,1.215
2026-03-28,Сыр Гауда 200г,219.0,201.0,130,46,10074.0,4094.0,1.215
2026-03-28,Йогурт 250г,78.0,73.0,45,97,7566.0,3201.0,1.215
2026-03-29,Молоко 1л,94.0,91.0,55,121,11374.0,4719.0,1.125
2026-03-29,Хлеб ржаной,67.0,59.0,35,102,6834.0,3264.0,1.125
2026-03-29,Масло 200г,144.0,134.0,85,50,7200.0,2950.0,1.125
2026-03-29,Сыр Гауда 200г,218.0,218.0,130,32,6976.0,2816.0,1.125
2026-03-29,Йогурт 250г,78.0,73.0,45,82,6396.0,2706.0,1.125
2026-03-30,Молоко 1л,93.0,84.0,55,79,7347.0,3002.0,0.72
2026-03-30,Хлеб ржаной,67.0,66.0,35,62,4154.0,1984.0,0.72
2026-03-30,Масло 200г,144.0,135.0,85,26,3744.0,1534.0,0.72
2026-03-30,Сыр Гауда 200г,217.0,203.0,130,25,5425.0,2175.0,0.72
2026-03-30,Йогурт 250г,78.0,74.0,45,47,3666.0,1551.0,0.72
2026-03-31,Молоко 1л,94.0,86.0,55,74,6956.0,2886.0,0.675
2026-03-31,Хлеб ржаной,68.0,67.0,35,59,4012.0,1947.0,0.675
2026-03-31,Масло 200г,140.0,129.0,85,32,4480.0,1760.0,0.675
2026-03-31,Сыр Гауда 200г,220.0,196.0,130,20,4400.0,1800.0,0.675
2026-03-31,Йогурт 250г,79.0,74.0,45,43,3397.0,1462.0,0.675
